"##Downloaded July 9, 2015 from http://hgdownload.soe.ucsc.edu/goldenPath/hg19/database/ "								
#Name	Transcript	Chromosome	Transcription_Start	Transcription_End	Alpha	Beta	Gamma	Delta
HIST1H2AL	NM_003511	chr6	27833106	27833576	1000	1000	235	234
HIST1H1B	NM_005322	chr6	27834569	27835359	1000	1000	395	394
HIST1H3I	NM_003533	chr6	27839622	27840099	1000	1000	238	238
HIST1H4L	NM_003546	chr6	27840925	27841289	1000	1000	182	181
HIST1H3J	NM_003535	chr6	27858092	27858570	1000	1000	239	238
HIST1H2AM	NM_003514	chr6	27860476	27860963	1000	1000	243	243
HIST1H2BO	NM_003527	chr6	27861202	27861669	1000	1000	233	233
OR2B2	NM_033057	chr6	27878962	27880174	1000	1000	606	605
OR2B6	NM_012367	chr6	27925018	27925960	1000	1000	471	470
ZNF165	NM_003447	chr6	28048481	28057340	1000	1000	4429	4429
ZSCAN12P1	NR_024063	chr6	28058584	28063493	1000	1000	2454	2454
ZSCAN16-AS1	NR_103455	chr6	28089572	28105094	1000	1000	7761	7760
ZSCAN16-AS1	NR_103456	chr6	28089572	28105094	1000	1000	7761	7760
ZSCAN16	NM_025231	chr6	28092386	28097856	1000	1000	2735	2734
ZKSCAN8	NM_006298	chr6	28109687	28127250	1000	1000	8781	8781
ZKSCAN8	NM_001278122	chr6	28109687	28127250	1000	1000	8781	8781
ZKSCAN8	NM_001278119	chr6	28109687	28127250	1000	1000	8781	8781
ZKSCAN8	NM_001278121	chr6	28109988	28127250	1000	1000	8631	8630
ZNF192P1	NR_103448	chr6	28129538	28137373	1000	1000	3917	3917
TOB2P1	NR_002936	chr6	28183115	28186707	1000	1000	1796	1795
ZSCAN9	NM_006299	chr6	28193028	28201264	1000	1000	4118	4117
ZSCAN9	NM_001199480	chr6	28193028	28201264	1000	1000	4118	4117
ZSCAN9	NM_001199479	chr6	28193028	28201264	1000	1000	4118	4117
ZKSCAN4	NM_019110	chr6	28209482	28220074	1000	20	5296	5295
ZKSCAN4	NM_001304506	chr6	28209482	28227030	1000	20	8774	8773
NKAPL	NM_001007531	chr6	28227074	28228736	20	1000	831	830
ZSCAN26	NM_001287422	chr6	28234787	28246000	1000	1000	5606	5606
ZSCAN26	NM_001111039	chr6	28234787	28246000	1000	1000	5606	5606
ZSCAN26	NM_001023560	chr6	28234787	28246000	1000	1000	5606	5606
ZSCAN26	NM_152736	chr6	28234787	28246000	1000	1000	5606	5606
ZSCAN26	NM_001287421	chr6	28235136	28246000	1000	1000	5432	5431
PGBD1	NM_001184743	chr6	28249313	28270326	1000	1000	10506	10506
PGBD1	NM_032507	chr6	28249313	28270326	1000	1000	10506	10506
ZSCAN31	NM_001243244	chr6	28292514	28304152	1000	1000	5819	5818
ZSCAN31	NM_001243243	chr6	28292514	28303911	1000	1000	5698	5698
ZSCAN31	NM_001243242	chr6	28292514	28304152	1000	1000	5819	5818
ZSCAN31	NM_001243241	chr6	28292514	28304152	1000	1000	5819	5818
ZSCAN31	NM_030899	chr6	28292514	28304152	1000	1000	5819	5818
ZSCAN31	NM_001135216	chr6	28292514	28303911	1000	1000	5698	5698
ZKSCAN3	NM_024493	chr6	28317690	28336954	1000	1000	9632	9631
ZKSCAN3	NM_001242894	chr6	28317690	28336954	1000	1000	9632	9631
ZKSCAN3	NM_001242895	chr6	28317690	28336954	1000	1000	9632	9631
ZSCAN12	NR_028077	chr6	28346597	28367544	1000	1000	10473	10473
ZSCAN12	NM_001163391	chr6	28356726	28367544	1000	1000	5409	5408
ZSCAN23	NM_001012455	chr6	28400431	28411279	1000	1000	5424	5423
GPX6	NM_182701	chr6	28471072	28483570	1000	1000	6249	6248
GPX5	NM_003996	chr6	28493788	28502728	1000	1000	4470	4469
GPX5	NM_001509	chr6	28493788	28502728	1000	1000	4470	4469
ZBED9	NM_052923	chr6	28539406	28555112	1000	1000	7853	7852
LOC401242	NR_033379	chr6	28827401	28831454	1000	1000	2026	2026
HCG14	NR_104117	chr6	28864306	28865097	1000	1000	395	395
TRIM27	NM_006510	chr6	28870778	28891768	1000	1000	10495	10494
LINC01556	NR_103538	chr6	28911560	28912315	1000	1000	377	377
ZNF311	NM_001010877	chr6	28962593	28973037	1000	1000	5222	5221
LOC100129636	NR_125387	chr6	29003797	29044517	1000	1000	20360	20359
OR2W1	NM_030903	chr6	29011989	29012952	1000	1000	481	481
OR2B3	NM_001005226	chr6	29053984	29055090	1000	1000	553	552
OR2J3	NM_001005216	chr6	29079586	29080661	1000	1000	537	537
OR2J2	NM_030905	chr6	29141310	29142351	1000	1000	520	520
OR14J1	NM_030946	chr6	29274466	29275432	1000	1000	483	482
OR5V1	NM_030876	chr6	29323006	29324054	1000	1000	524	523
OR12D3	NM_030959	chr6	29341199	29343068	1000	1000	934	934
OR12D2	NM_013936	chr6	29364415	29365448	1000	1000	516	516
OR11A1	NM_013937	chr6	29393280	29395509	1000	1000	1114	1114
OR10C1	NM_013941	chr6	29407715	29408754	1000	1000	519	519
OR2H1	NM_030883	chr6	29426229	29432099	1000	1000	2935	2934
MAS1L	NM_052967	chr6	29454542	29455679	1000	1000	568	568
LINC01015	NR_037179	chr6	29497182	29501345	1000	1000	2081	2081
LINC01015	NR_037180	chr6	29497182	29501345	1000	1000	2081	2081
LINC01015	NR_037181	chr6	29497182	29501345	1000	1000	2081	2081
UBD	NM_006398	chr6	29523388	29527702	1000	1000	2157	2156
SNORD32B	NR_003049	chr6	29550028	29550105	1000	1000	38	38
OR2H2	NM_007160	chr6	29555682	29556745	1000	1000	531	531
GABBR1	NM_001470	chr6	29570004	29600962	1000	1000	15479	15478
GABBR1	NM_021903	chr6	29570004	29596005	1000	1000	13000	13000
GABBR1	NM_021904	chr6	29570004	29600962	1000	1000	15479	15478
MOG	NM_206811	chr6	29624757	29640149	1000	1000	7696	7695
MOG	NM_001170418	chr6	29624757	29640149	1000	1000	7696	7695
MOG	NM_001008228	chr6	29624757	29640149	1000	1000	7696	7695
MOG	NM_001008229	chr6	29624757	29640149	1000	1000	7696	7695
MOG	NM_002433	chr6	29624757	29640149	1000	1000	7696	7695
MOG	NM_206810	chr6	29624757	29640149	1000	1000	7696	7695
MOG	NM_206809	chr6	29624757	29640149	1000	1000	7696	7695
MOG	NM_206812	chr6	29624757	29640149	1000	1000	7696	7695
MOG	NM_206814	chr6	29624757	29640149	1000	1000	7696	7695
ZFP57	NM_001109809	chr6	29640168	29644931	1000	1000	2381	2381
HLA-F	NM_001098478	chr6	29691116	29694303	1000	1000	1593	1593
HLA-F	NM_001098479	chr6	29691116	29695073	1000	1000	1978	1978
HLA-F	NM_018950	chr6	29691116	29694303	1000	1000	1593	1593
HLA-F-AS1	NR_026973	chr6	29694377	29716826	1000	1000	11224	11224
HLA-F-AS1	NR_026972	chr6	29694377	29716826	1000	1000	11224	11224
IFITM4P	NR_001590	chr6	29718583	29718925	1000	1000	171	170
HCG4	NR_002139	chr6	29758807	29760850	1000	1000	1021	1021
LOC554223	NM_001207043	chr6	29759682	29765584	1000	1000	2951	2950
HLA-G	NM_002127	chr6	29794755	29798899	1000	1000	2072	2071
HLA-H	NR_001434	chr6	29855536	29858857	1000	1000	1660	1660
HCG4B	NR_001317	chr6	29892368	29894992	1000	1000	1312	1311
HLA-A	NM_002116	chr6	29910246	29913661	1000	1000	1707	1707
HLA-A	NM_001242758	chr6	29910246	29913661	1000	1000	1707	1707
HCG9	NR_028032	chr6	29942891	29946177	1000	1000	1643	1642
ZNRD1-AS1	NR_026751	chr6	29968787	30028961	1000	1000	30087	30086
HLA-J	NR_024240	chr6	29973747	29977733	1000	1000	1993	1992
HCG8	NR_103542	chr6	29979877	29981699	1000	1000	911	910
ZNRD1	NM_170783	chr6	30029016	30032686	1000	1000	1835	1834
ZNRD1	NM_014596	chr6	30029016	30032686	1000	1000	1835	1834
ZNRD1	NR_103864	chr6	30029016	30032686	1000	1000	1835	1834
ZNRD1	NM_001278785	chr6	30029016	30032686	1000	1000	1835	1834
ZNRD1	NM_001278786	chr6	30029016	30032686	1000	1000	1835	1834
PPP1R11	NM_021959	chr6	30034931	30038108	1000	1000	1588	1588
RNF39	NM_170769	chr6	30038042	30043626	1000	1000	2792	2791
RNF39	NM_025236	chr6	30038042	30043628	1000	1000	2793	2792
TRIM31	NM_007028	chr6	30070673	30080867	1000	1000	5097	5096
TRIM31-AS1	NR_126470	chr6	30073016	30082501	1000	1000	4742	4742
TRIM40	NM_001286633	chr6	30103884	30116512	1000	1000	6314	6313
TRIM40	NM_138700	chr6	30104509	30116512	1000	1000	6001	6001
TRIM10	NM_006778	chr6	30119722	30128711	1000	1000	4494	4494
TRIM10	NM_052828	chr6	30119722	30128711	1000	1000	4494	4494
TRIM15	NM_033229	chr6	30130982	30140473	1000	1000	4745	4745
TRIM26	NM_003449	chr6	30152231	30181271	1000	1000	14520	14519
TRIM26	NM_001242783	chr6	30152231	30181271	1000	1000	14520	14519
HCG17	NR_052012	chr6	30201815	30293911	1000	1000	46048	46047
HLA-L	NR_027822	chr6	30227338	30234728	1000	1000	3695	3694
MIR6891	NR_106951	chr6	30229276	30229317	1000	1000	20	20
HCG18	NR_024052	chr6	30255173	30294933	1000	1000	19880	19879
HCG18	NR_024053	chr6	30255173	30294933	1000	1000	19880	19879
HCG18	NR_102327	chr6	30255173	30294933	1000	1000	19880	19879
HCG18	NR_102326	chr6	30255173	30294933	1000	1000	19880	19879
TRIM39	NM_021253	chr6	30294620	30311506	1000	1000	8443	8442
TRIM39	NM_172016	chr6	30295007	30311506	1000	1000	8249	8249
TRIM39-RPP21	NM_001199119	chr6	30297087	30314635	1000	1000	8774	8773
RPP21	NM_001199120	chr6	30312905	30314635	1000	1000	865	864
RPP21	NM_001199121	chr6	30312905	30314635	1000	1000	865	864
RPP21	NM_024839	chr6	30312905	30314635	1000	1000	865	864
HLA-E	NM_005516	chr6	30457182	30461982	1000	1000	2400	2399
GNL1	NM_005275	chr6	30509154	30525371	1000	1000	8108	8108
PRR3	NM_025263	chr6	30524485	30532473	1000	1000	3994	3993
PRR3	NM_001077497	chr6	30524485	30532473	1000	1000	3994	3993
ABCF1	NM_001025091	chr6	30539169	30559309	1000	1000	10070	10069
ABCF1	NM_001090	chr6	30539169	30559309	1000	1000	10070	10069
MIR877	NR_030615	chr6	30552108	30552194	1000	1000	43	42
PPP1R10	NM_002714	chr6	30568176	30585084	1000	1000	8454	8453
PPP1R10	NR_072994	chr6	30568176	30585084	1000	1000	8454	8453
MRPS18B	NM_014046	chr6	30585485	30594174	1000	1000	4344	4344
ATAT1	NM_024909	chr6	30594612	30612448	1000	1000	8918	8917
ATAT1	NM_001254952	chr6	30594614	30612448	1000	1000	8917	8916
ATAT1	NM_001031722	chr6	30594662	30614598	1000	1000	9968	9967
C6orf136	NM_001161376	chr6	30614815	30620987	1000	1000	3086	3085
C6orf136	NM_001109938	chr6	30614815	30620987	1000	1000	3086	3085
C6orf136	NM_145029	chr6	30614815	30620987	1000	1000	3086	3085
DHX16	NM_001164239	chr6	30620895	30640830	1000	1000	9967	9967
DHX16	NM_003587	chr6	30620895	30640830	1000	1000	9967	9967
PPP1R18	NM_001134870	chr6	30644165	30655093	1000	1000	5464	5463
PPP1R18	NM_133471	chr6	30644165	30655672	1000	1000	5753	5753
NRM	NR_073066	chr6	30655823	30658906	1000	1000	1541	1541
NRM	NR_073065	chr6	30655823	30658906	1000	1000	1541	1541
NRM	NM_001270707	chr6	30655823	30658906	1000	1000	1541	1541
NRM	NR_073072	chr6	30655823	30658500	1000	1000	1338	1338
NRM	NM_007243	chr6	30655823	30659197	1000	1000	1687	1686
NRM	NM_001270710	chr6	30655823	30658906	1000	1000	1541	1541
NRM	NM_001270709	chr6	30655823	30658906	1000	1000	1541	1541
NRM	NM_001270708	chr6	30655823	30658906	1000	1000	1541	1541
MDC1	NM_014641	chr6	30667583	30685458	1000	1000	8937	8937
TUBB	NR_120608	chr6	30687977	30693203	1000	1000	2613	2612
TUBB	NM_178014	chr6	30687977	30693203	1000	1000	2613	2612
TUBB	NM_001293213	chr6	30687977	30693203	1000	1000	2613	2612
TUBB	NM_001293214	chr6	30687977	30693203	1000	1000	2613	2612
TUBB	NM_001293216	chr6	30689325	30693203	1000	1000	1939	1938
TUBB	NM_001293215	chr6	30689325	30693203	1000	1000	1939	1938
TUBB	NM_001293212	chr6	30689325	30693203	1000	1000	1939	1938
FLOT1	NM_005803	chr6	30695510	30710453	1000	1000	7471	7471
IER3	NM_003897	chr6	30710975	30712327	1000	1000	676	675
LINC00243	NR_130726	chr6	30780642	30798436	1000	1000	8897	8896
DDR1	NM_001297652	chr6	30850389	30867933	1000	1000	8772	8771
DDR1	NM_001954	chr6	30851860	30867933	1000	1000	8036	8036
DDR1	NM_001297653	chr6	30852314	30867933	1000	1000	7809	7809
DDR1	NM_001297654	chr6	30852314	30867933	1000	1000	7809	7809
DDR1	NM_013993	chr6	30852326	30867933	1000	1000	7803	7803
DDR1	NM_001202523	chr6	30852756	30867933	1000	1000	7588	7588
DDR1	NM_001202521	chr6	30856464	30867933	1000	1000	5734	5734
DDR1	NM_013994	chr6	30856464	30867933	1000	1000	5734	5734
DDR1	NM_001202522	chr6	30856464	30867933	1000	1000	5734	5734
MIR4640	NR_039783	chr6	30858659	30858749	1000	1000	45	44
GTF2H4	NM_001517	chr6	30875976	30881880	1000	1000	2952	2951
VARS2	NM_001167733	chr6	30881984	30894235	1000	1000	6125	6125
VARS2	NM_020442	chr6	30881984	30894235	1000	1000	6125	6125
VARS2	NM_001167734	chr6	30882107	30894235	1000	1000	6064	6063
SFTA2	NM_205854	chr6	30899126	30899952	1000	1000	413	412
DPCR1	NM_080870	chr6	30908776	30921998	1000	1000	6611	6610
MUC21	NM_001010909	chr6	30951484	30956414	1000	1000	2465	2464
MUC21	NR_130720	chr6	30951484	30956414	1000	1000	2465	2464
MUC22	NM_001198815	chr6	30973728	31003179	1000	1000	14725	14725
HCG22	NR_003948	chr6	31021226	31027655	1000	1000	3214	3214
C6orf15	NM_014070	chr6	31078999	31080332	1000	1000	666	666
PSORS1C1	NM_014068	chr6	31082607	31107869	1000	1000	12631	12630
CDSN	NM_001264	chr6	31082864	31088252	1000	1000	2694	2693
PSORS1C2	NM_014069	chr6	31105310	31107127	1000	1000	908	908
CCHCR1	NM_001105563	chr6	31110215	31125566	1000	1000	7675	7675
CCHCR1	NM_001105564	chr6	31110215	31125566	1000	1000	7675	7675
CCHCR1	NM_019052	chr6	31110215	31126015	1000	1000	7900	7899
TCF19	NM_007109	chr6	31126302	31131992	1000	1000	2845	2844
TCF19	NM_001077511	chr6	31126302	31131992	1000	1000	2845	2844
POU5F1	NM_203289	chr6	31132113	31134947	1000	1000	1417	1416
POU5F1	NM_001285987	chr6	31132113	31134947	1000	1000	1417	1416
POU5F1	NM_001285986	chr6	31132113	31134947	1000	1000	1417	1416
POU5F1	NM_002701	chr6	31132113	31138470	1000	1000	3178	3178
POU5F1	NM_001173531	chr6	31132113	31134947	1000	1000	1417	1416
PSORS1C3	NR_026816	chr6	31141511	31145676	1000	1000	2082	2082
HCG27	NR_026791	chr6	31165536	31171745	1000	1000	3104	3104
HLA-C	NM_002117	chr6	31236525	31239913	1000	1000	1694	1693
HLA-C	NM_001243042	chr6	31236525	31239913	1000	1000	1694	1693
HLA-B	NM_005514	chr6	31321648	31324989	1000	1000	1670	1670
MIR6891	NR_106951	chr6	31323000	31323093	1000	1000	46	46
MICA	NM_001289154	chr6	31367560	31383092	1000	1000	7766	7765
MICA	NM_001289153	chr6	31367560	31383092	1000	1000	7766	7765
MICA	NM_001289152	chr6	31367560	31383092	1000	1000	7766	7765
MICA	NM_000247	chr6	31371343	31383092	1000	1000	5874	5874
MICA	NM_001177519	chr6	31371343	31383092	1000	1000	5874	5874
HCP5	NR_040662	chr6	31430956	31433586	1000	1000	1315	1314
HCG26	NR_002812	chr6	31439005	31440185	1000	1000	590	589
MICB	NM_001289160	chr6	31462657	31478901	1000	1000	8122	8121
MICB	NM_005931	chr6	31465826	31478901	1000	1000	6537	6537
MICB	NM_001289161	chr6	31465826	31478901	1000	1000	6537	6537
MCCD1	NM_001011700	chr6	31496738	31498008	1000	1000	635	634
DDX39B	NR_037852	chr6	31497995	31510252	1000	1000	6128	6128
ATP6V1G2-DDX39B	NR_037853	chr6	31497995	31514625	1000	1000	8315	8314
DDX39B	NM_004640	chr6	31497995	31510252	1000	1000	6128	6128
DDX39B	NM_080598	chr6	31497995	31510252	1000	1000	6128	6128
SNORD117	NR_003140	chr6	31504150	31504226	1000	1000	38	37
SNORD84	NR_003065	chr6	31508877	31508955	1000	1000	39	38
ATP6V1G2	NM_001204078	chr6	31512227	31514625	1000	1000	1199	1198
ATP6V1G2	NM_138282	chr6	31512227	31514625	1000	1000	1199	1198
ATP6V1G2	NM_130463	chr6	31512227	31514625	1000	1000	1199	1198
NFKBIL1	NM_001144962	chr6	31514627	31526606	1000	1000	5989	5989
NFKBIL1	NM_001144963	chr6	31514627	31526606	1000	1000	5989	5989
NFKBIL1	NM_001144961	chr6	31515352	31526606	1000	1000	5627	5626
NFKBIL1	NM_005007	chr6	31515352	31526606	1000	1000	5627	5626
LTA	NM_001159740	chr6	31539875	31542100	1000	1000	1112	1112
LTA	NM_000595	chr6	31540070	31542100	1000	1000	1015	1014
TNF	NM_000594	chr6	31543343	31546112	1000	1000	1384	1384
LTB	NM_002341	chr6	31548335	31550202	1000	1000	933	933
LTB	NM_009588	chr6	31548335	31550202	1000	1000	933	933
LST1	NR_029461	chr6	31553955	31556686	1000	1000	1365	1365
LST1	NM_205839	chr6	31553955	31556686	1000	1000	1365	1365
LST1	NM_205838	chr6	31553955	31556686	1000	1000	1365	1365
LST1	NR_029462	chr6	31553955	31556686	1000	1000	1365	1365
LST1	NM_205837	chr6	31554475	31556686	1000	1000	1105	1105
LST1	NM_007161	chr6	31554976	31556686	1000	1000	855	854
LST1	NM_001166538	chr6	31554976	31556686	1000	1000	855	854
LST1	NM_205840	chr6	31554976	31556686	1000	1000	855	854
NCR3	NM_001145466	chr6	31556659	31560762	1000	1000	2051	2051
NCR3	NM_147130	chr6	31556659	31560762	1000	1000	2051	2051
NCR3	NM_001145467	chr6	31557050	31560762	1000	1000	1856	1855
AIF1	NM_004847	chr6	31582993	31584798	1000	1000	902	902
AIF1	NM_001623	chr6	31583032	31584798	1000	1000	883	882
AIF1	NM_032955	chr6	31583788	31584798	1000	1000	505	504
PRRC2A	NM_004638	chr6	31588449	31605554	1000	1000	8552	8552
PRRC2A	NM_080686	chr6	31588449	31605554	1000	1000	8552	8552
SNORA38	NR_002971	chr6	31590855	31590987	1000	1000	66	65
MIR6832	NR_106890	chr6	31601563	31601635	1000	1000	36	35
BAG6	NM_080703	chr6	31606804	31620477	1000	1000	6836	6836
BAG6	NM_080702	chr6	31606804	31620477	1000	1000	6836	6836
BAG6	NM_001199698	chr6	31606804	31620477	1000	1000	6836	6836
BAG6	NM_001199697	chr6	31606804	31620477	1000	1000	6836	6836
BAG6	NM_001098534	chr6	31606804	31620170	1000	1000	6683	6682
BAG6	NM_004639	chr6	31606804	31620477	1000	1000	6836	6836
APOM	NM_001256169	chr6	31620186	31625987	1000	1000	2900	2900
APOM	NR_045828	chr6	31620186	31625987	1000	1000	2900	2900
APOM	NM_019101	chr6	31623670	31625987	1000	1000	1158	1158
C6orf47	NM_021184	chr6	31626074	31628549	1000	1000	1237	1237
GPANK1	NM_001199239	chr6	31629005	31633639	1000	1000	2317	2316
GPANK1	NM_001199240	chr6	31629005	31633407	1000	1000	2201	2200
GPANK1	NM_001199237	chr6	31629005	31634060	1000	1000	2527	2527
GPANK1	NM_001199238	chr6	31629005	31633639	1000	1000	2317	2316
GPANK1	NM_033177	chr6	31629005	31633179	1000	1000	2087	2086
CSNK2B	NM_001282385	chr6	31633656	31637847	1000	1000	2095	2095
CSNK2B	NM_001320	chr6	31633656	31637847	1000	1000	2095	2095
LY6G5B	NM_021221	chr6	31638727	31640227	1000	1000	750	749
LY6G5C	NM_025262	chr6	31644460	31648150	1000	1000	1845	1844
ABHD16A	NR_033488	chr6	31654725	31670850	1000	1000	8062	8062
ABHD16A	NM_021160	chr6	31654725	31671137	1000	1000	8206	8205
ABHD16A	NR_033489	chr6	31654725	31671137	1000	1000	8206	8205
ABHD16A	NM_001177515	chr6	31654725	31670850	1000	1000	8062	8062
MIR4646	NR_039789	chr6	31668805	31668868	1000	1000	31	31
LY6G6F	NM_001003693	chr6	31674683	31678372	1000	1000	1844	1844
LY6G6E	NR_024541	chr6	31679752	31681842	1000	1000	1045	1044
LY6G6E	NR_003673	chr6	31680117	31681842	1000	1000	862	862
LY6G6D	NM_021246	chr6	31683132	31685581	1000	1000	1224	1224
LY6G6C	NM_025261	chr6	31686424	31689511	1000	1000	1543	1543
C6orf25	NM_138274	chr6	31691120	31694485	1000	1000	1682	1682
C6orf25	NM_138273	chr6	31691120	31694485	1000	1000	1682	1682
C6orf25	NM_138272	chr6	31691120	31694485	1000	1000	1682	1682
C6orf25	NM_025260	chr6	31691120	31694485	1000	1000	1682	1682
C6orf25	NM_138275	chr6	31691120	31694485	1000	1000	1682	1682
C6orf25	NM_138277	chr6	31691120	31694485	1000	1000	1682	1682
DDAH2	NM_013974	chr6	31694813	31698042	1000	1000	1614	1614
DDAH2	NM_001303008	chr6	31694813	31697278	1000	1000	1232	1232
DDAH2	NM_001303007	chr6	31694813	31698042	1000	1000	1614	1614
CLIC1	NM_001288	chr6	31698357	31704341	1000	1000	2992	2991
CLIC1	NM_001287593	chr6	31698357	31705095	1000	1000	3369	3368
CLIC1	NM_001287594	chr6	31698357	31704322	1000	1000	2982	2982
MSH5	NM_172166	chr6	31707724	31730455	1000	1000	11365	11365
MSH5	NM_002441	chr6	31707724	31730455	1000	1000	11365	11365
MSH5-SAPCD1	NR_037846	chr6	31707724	31732624	1000	1000	12450	12449
MSH5	NM_025259	chr6	31707724	31730455	1000	1000	11365	11365
MSH5	NM_172165	chr6	31707724	31730455	1000	1000	11365	11365
SAPCD1	NM_001039651	chr6	31730772	31732624	1000	1000	926	925
SAPCD1-AS1	NR_126423	chr6	31731912	31733365	1000	1000	726	726
VWA7	NM_025258	chr6	31733370	31745108	1000	1000	5869	5868
VARS	NM_006295	chr6	31745296	31763712	1000	1000	9208	9207
LSM2	NM_021177	chr6	31765168	31774761	1000	1000	4796	4796
HSPA1L	NM_005527	chr6	31777395	31782835	1000	1000	2720	2719
HSPA1A	NM_005345	chr6	31783290	31785719	1000	1000	1214	1214
HSPA1B	NM_005346	chr6	31795511	31798031	1000	1000	1260	1259
C6orf48	NM_001040438	chr6	31802691	31807543	1000	1000	2426	2425
C6orf48	NM_001040437	chr6	31802691	31807543	1000	1000	2426	2425
C6orf48	NM_001287484	chr6	31802691	31807543	1000	1000	2426	2425
C6orf48	NM_001287483	chr6	31802691	31807543	1000	1000	2426	2425
C6orf48	NM_001287482	chr6	31802691	31807543	1000	1000	2426	2425
C6orf48	NM_001287487	chr6	31802691	31807543	1000	1000	2426	2425
C6orf48	NM_001287486	chr6	31802691	31807543	1000	1000	2426	2425
C6orf48	NM_001287485	chr6	31802691	31807543	1000	1000	2426	2425
C6orf48	NM_001287488	chr6	31802691	31807543	1000	1000	2426	2425
SNORD48	NR_002745	chr6	31803039	31803103	1000	1000	32	31
SNORD52	NR_002742	chr6	31804852	31804916	1000	1000	32	31
NEU1	NM_000434	chr6	31826828	31830709	1000	1000	1940	1940
SLC44A4	NM_001178044	chr6	31830969	31846823	1000	1000	7927	7926
SLC44A4	NM_025257	chr6	31830969	31846823	1000	1000	7927	7926
SLC44A4	NM_001178045	chr6	31830969	31845448	1000	1000	7239	7239
EHMT2	NM_006709	chr6	31847535	31865484	1000	1000	8974	8974
EHMT2	NM_025256	chr6	31847535	31865484	1000	1000	8974	8974
EHMT2	NM_001289413	chr6	31847535	31864983	1000	1000	8724	8723
C2	NM_001282457	chr6	31865561	31913451	1000	1000	23945	23944
ZBTB12	NM_181842	chr6	31867393	31869769	1000	1000	1188	1187
C2	NM_001178063	chr6	31868775	31913451	1000	1000	22338	22337
C2	NM_000063	chr6	31895253	31913451	1000	1000	9099	9098
C2	NM_001282459	chr6	31895253	31902835	1000	1000	3791	3790
C2	NM_001282458	chr6	31895253	31913451	1000	1000	9099	9098
C2	NM_001145903	chr6	31895253	31913451	1000	1000	9099	9098
C2-AS1	NR_104191	chr6	31902250	31909501	1000	1000	3625	3625
CFB	NM_001710	chr6	31913720	31919861	1000	1000	3070	3070
NELFE	NM_002904	chr6	31919863	31926864	1000	70	3500	3500
MIR1236	NR_031601	chr6	31924615	31924717	1000	1000	51	50
SKIV2L	NM_006929	chr6	31926580	31937532	70	20	5476	5475
DXO	NM_005510	chr6	31937587	31940032	20	70	1222	1222
STK19	NR_026717	chr6	31938951	31949223	70	500	5136	5135
STK19	NM_032454	chr6	31939645	31949223	70	500	4789	4788
STK19	NM_004197	chr6	31939645	31949223	70	500	4789	4788
C4A	NM_001252204	chr6	31949833	31970457	500	1000	10312	10311
C4B_2	NM_001242823	chr6	31949833	31970458	500	1000	10312	10312
C4B	NM_001002029	chr6	31949833	31970458	500	1000	10312	10312
C4A	NM_007293	chr6	31949833	31970457	500	1000	10312	10311
CYP21A2	NM_001128590	chr6	31973358	31976712	1000	1000	1677	1676
CYP21A2	NM_000500	chr6	31973358	31976712	1000	1000	1677	1676
CYP21A1P	NR_040090	chr6	31973412	31976686	1000	1000	1637	1636
TNXB	NM_032470	chr6	31976196	31981050	1000	1000	2427	2426
TNXA	NR_001284	chr6	31976196	31980800	1000	1000	2302	2301
STK19	NM_032454	chr6	31981517	31981961	1000	1000	222	221
STK19	NM_004197	chr6	31981517	31981961	1000	1000	222	221
C4B_2	NM_001242823	chr6	31982571	32003195	1000	1000	10312	10311
C4B	NM_001002029	chr6	31982571	32003195	1000	1000	10312	10311
CYP21A2	NM_000500	chr6	32006092	32009447	1000	1000	1677	1677
CYP21A2	NM_001128590	chr6	32006092	32009447	1000	1000	1677	1677
TNXB	NM_019105	chr6	32008931	32077151	1000	1000	34110	34109
TNXB	NM_032470	chr6	32008931	32013905	1000	1000	2487	2486
ATF6B	NM_004381	chr6	32083044	32096017	1000	1000	6486	6486
ATF6B	NM_001136153	chr6	32083044	32096017	1000	1000	6486	6486
FKBPL	NM_022110	chr6	32096483	32098067	1000	1000	792	791
PRRT1	NM_030651	chr6	32116139	32119720	1000	1000	1790	1790
LOC100507547	NR_037172	chr6	32120578	32122142	1000	1000	782	781
LOC100507547	NR_037171	chr6	32120578	32122142	1000	1000	782	781
LOC100507547	NR_037169	chr6	32120578	32122142	1000	1000	782	781
LOC100507547	NR_037170	chr6	32120578	32122142	1000	1000	782	781
PPT2	NM_138717	chr6	32121228	32131458	1000	1000	5115	5114
PPT2	NM_001204103	chr6	32121775	32131458	1000	1000	4841	4841
PPT2-EGFL8	NR_037861	chr6	32121775	32136062	1000	1000	7143	7143
PPT2	NM_005155	chr6	32121775	32131458	1000	1000	4841	4841
EGFL8	NR_037860	chr6	32132381	32136062	1000	1000	1840	1840
EGFL8	NM_030652	chr6	32132381	32136062	1000	1000	1840	1840
AGPAT1	NM_006411	chr6	32135982	32143916	1000	1000	3967	3966
AGPAT1	NM_032741	chr6	32135982	32145888	1000	1000	4953	4952
MIR6721	NR_106779	chr6	32137806	32137893	1000	1000	43	43
RNF5	NM_006913	chr6	32146161	32148570	1000	1000	1204	1204
RNF5P1	NR_003129	chr6	32146231	32148567	1000	1000	1168	1167
MIR6833	NR_106891	chr6	32147592	32147653	1000	1000	30	30
AGER	NR_038190	chr6	32148744	32152099	1000	1000	1677	1677
AGER	NM_001206954	chr6	32148744	32152099	1000	1000	1677	1677
